title,info,price,address,description,images,room_type,quantity
Cozy Apt- 5mins to Ben Thanh Market-Riverside view ,2 guests · Studio · 2 beds · 1 bath,11 ,"Entire condominium in Quận 1, TPHCM","First of all, Me house is really grateful when you’ve concerned our listing. We really appreciate it.*The second thing is This is the difficult times for you and me. Hope we’ll overcome this situation soon.* The last thing is if you want to rent my apt more than 1 month and the calendar is clocked, pls contact me.*There’re new kitchen and washing machine  in Apt to help you’ve more convenient when you stay long days.The spaceMe House: A combination of unique design an great location.Located in an ancient building in the central of District 1: just a few steps to Ben Thanh Market, HCM Museum… and surrounded by coffee shops, convenience stores.....Me House have been designed to feature a mix of aged ceiling and contemporary furnishings., where will help you feel cozy, delightful. You are promised of an unforgettable experience staying in Ho Chi Minh City.Being stay on the seventh floor of a building which was built before 1973 and used to be the highest building in Saigon. For that reason, it still keeps unique characteristics of Saigon’s culture and architecture in the past. Staying here you might experience the hustle and bustle of the biggest city in Vietnam just outside the entrance, but once you enter the condo, you are welcomed by the mix of modern style with old, nostalgic atmosphere; very quiet and comfortable.The accommodation was personally redesigned by a young architect. It is filled with natural light during the day through a big window and balcony. At night, with provided bamboo chairs, you can chill out with your partner enjoying the view of the city. If you come in on holidays, you are guaranteed of a perfect view of firework celebrations over the same balcony. However, the most noticeable feature must be the unique illumination effects. Soothing light around the bed and light falls from the ceiling bringing cozy and comfortable feelings for occupants. We wish you all have a good rest and your experience staying at our place is nothing but pleasant. Me House is equipped with basic amenities:+TV, air conditioner, Wi-Fi.+ A mini bar with refrigerator and boiler+ Private bathroom with shampoo, shower gel, hot water, towel, hair dryer...etc + One bed and one sofa bed with comfortable mattress, pillows, blankets (suitable for 2-3 adults)Guest accessThere are two ways to access our condo; either by elevator or stairway. We will give you further instructions upon your arrival.Easy self-checkingOther things to note+ Due to safety reason, the building entrance is closed at 1 a.m and reopen at 4 a.m + The elevator stops working from 7p.m to 6 a.m the following morning (7 a.m on weekends). During that time, please use the stairs. It’s a little charm for those who love exercising. Also, the stairway is wide and safe so we hope it won’t bother you at all.+ Check-in before the check-in time is possible if our place is available. If not, you can always enjoy a cup of coffee at a local coffee shop just a few steps away.+ If you need assistance, please let us know in advance so we can arrange someone to help you.Please do not hesitate to contact us for any necessary support. And we will be happy to see you .","['https://a0.muscache.com/im/pictures/438a3f50-1e99-462d-906b-267b68f68fae.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/00a4aa72-1798-43a0-a5c6-ebf5e8b10f1b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/65ce3a87-0d3e-4788-b726-a5019339dcd4.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/5f840a65-f046-4ca6-977a-6c6d63e965d8.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/4021dd27-6fee-407a-b9b9-c8c0aa8a6e1c.jpg?im_w=720']","['Small', 'Medium']",5
The Tresor Studio 37m2⭐Free Gym High Class Condo❤ ,2 guests · 1 bedroom · 1 bed · 1 bath,20 ,"Entire apartment in Quận 4, TPHCM","For Vietnamese guest only! This is the law of this building under Covid19•	37m2 condo •	Full of luxury amenities•      Host from Finland: outstanding customer service•	5 mins drive to D1, BenThanh Market and other landmarks.•	Cheap Taxi and Grab car available at door•	Greenery surroundings•	Free Gym•	Grocery, Hospital, Restaurants, Cafes etc in the same area•	Super safe neighborhood, 24/7 security and reception.       Body heat check before check-in to prevent nCoV in the building areaThe space• Queen size bed, TV• Large window with natural light• High Quality Bedding• High speed WIFI . • 24/7 security, maintenance, receptionist• Smart key Important Note: Due to the Corona Virus outbreak, to keep my other guests safe, I will not be able to host any bookings with guests coming from Hubei (China); Daegu and Gyeongsang (Korea). Flight tickets and passport are required by local police’s regulation upon your booking. If you cannot provide such information, I won’t be able to legally host you. Therefore, if you are from those mentioned area within the last 14 days, please look for a professional hotel where there’re enough resources to take care for you.  Guest accessThe whole apartments is yours to use. Plus all the public amenities such as Gym, Pools, ...Other things to noteI want you!!!! Book now and prepare yourself for the spectacular view and the high standard of the condo :)Important note: This complex building requires all guests to have their passport registered   before arrival. Therefore, please send your passport to me via airbnb right after you finish the booking. Otherwise, you would not be able to check in.I want you!!!! Book now and prepare yourself for the spectacular view and the high standard of the condo :)Important note: This complex building requires all guests to have their passport registered   before arrival. Therefore, please send your passport to me via airbnb right after you finish the booking. Otherwise, you would not be able to check in.The pool is temporarily closed to protect guest from Corona Virus","['https://a0.muscache.com/im/pictures/ff899a6c-e0de-4303-b605-68a783a61c9f.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/28d0a0a3-19b9-41ac-a16f-df9a1fe0ab1c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/516cbe00-4d6f-4f7b-bca5-6eb5e61e9e18.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/eb3d39d6-afdc-4010-8357-a6029bb8b783.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/6a654c2a-08e9-453f-8ceb-b80290846de2.jpg?im_w=720']","['Small', 'Medium']",2
PRIVATE BALCONY ⭐ Local Neighborhood  ❤ of city 3 ,3 guests · Studio · 1 bed · 1 bath,17 ,"Entire apartment in phường 5, TPHCM","•	Rooms and common area are sterilized with 70% alcohol between guests•       Travelling safely is the most important thing!!•	Local, safe, cultural neighbourhood•	Full of local restaurants and street food down the road•	Spotlessly clean.•	Working desk. High speed WIFI. •	Fully-equipped kitchen•	24/7 check-in/check-out•	No curfew. Entering home with keycard•	24/7 camera surveillance in hall way•	Elevator •	32m2 studio•	Laundry service at a small feeThe space•	Modern, central but peaceful and quiet•	Ideal for solo travelers, couples, business travellers.  •	Cozy place for you to rest and relax. •	Everything you need for a comfortable stay. •	Just taking you 1 minute walking then you can easily enjoy our food culture•	Our neighbor is Liem Barber, the most stylist hair cut in the cityImportant Note: Due to the Corona Virus outbreak, to keep my other guests safe, I will not be able to host any bookings with guests coming from Hubei (China); Daegu and Gyeongsang (Korea). Flight tickets and passport are required by local police’s regulation upon your booking. If you cannot provide such information, I won’t be able to legally host you. Therefore, if you are from those mentioned area within the last 14 days, please look for a professional hotel where there’re enough resources to take care for you.  Guest access24/7 access with key cards.The apartment is all yours to use. Please make yourself at home.Other things to noteI want you!!!!! Make the booking now and let's make your travel planning a lot less stressful :)And please treat my house as yours. If any problem arise, I will try my best to take action asap :)","['https://a0.muscache.com/im/pictures/0f845953-7015-400a-b7f9-7865f509e914.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/501cedfa-0d24-47a8-8534-c9751ccb830b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/f6e56670-9504-4e3a-a343-ec36c34db976.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/1901b8a2-d589-4004-9390-8eafea4947e8.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/37133938-b16c-4e87-84bc-f29a18233a74.jpg?im_w=720']","['Small', 'Medium', 'Large']",3
"102,Full Kitchen,Sofa Bed,Queen Bed,Large Bathroom ",4 guests · 1 bedroom · 2 beds · 1 bath,14 ,"Entire apartment in District 3, TPHCM","The studio has a formal style with a cozy music space, connect bluetooth wih your phone Suitable for work,relaxation.Studio is located near the Train Station, Nhieu Loc Canal, can walk.My place is near :English centers ,Mini Stores, Coopmart Supermarkets, Coffee,  RestaurantsJogging park can exercise every morningFull Kitchen for meals in your room.Long-term stay policy: free cleaning room and laundry clothes every 5- 6 daysThe spaceThe studio is a private room on the second floor of the house with a guest walkway and the main door of the entire house, automatically opens when you ring the bell, so guests are assured of privacy, and access time  unlimited. The comfort of a separate room has a fridge, a microwave, a kettle and a fully equipped kitchen for your freedomStudio có phong cách trang trọng với không gian âm nhạc ấm cúng, kết nối bluetooth với điện thoại của bạn Thích hợp cho công việc, thư giãn.Studio nằm gần ga tàu, kênh Nhiêu Lộc, có thể đi bộ. Chỗ tôi ở gần: trung tâm tiếng Anh, cửa hàng nhỏ, siêu thị Coopmart, cà phê, nhà hàng Công viên chạy bộ có thể tập thể dục mỗi sáng Nhà bếp đầy đủ cho các bữa ăn trong phòng của bạn. Chính sách lưu trú dài hạn: dọn phòng miễn phí và giặt quần áo cứ sau 5 - 6 ngàyStudio là phòng riêng ở tầng hai của ngôi nhà có lối đi dành cho khách và cửa chính chung của toàn bộ ngôi nhà, Tự động mở khi bạn bấm chuông, vì vậy khách yên tâm về không gian riêng tư, và thời gian ra vào không giới hạn.Tiện nghi trong phòng riêng biệt  có tủ lạnh, lò vi sóng, ấm đun nước và bếp đầy đủ  cho bạn tự do thoải máiGuest accessa large Terrace on the fourth floorOther things to noteStudio là phòng riêng ở tầng hai của ngôi nhà có lối đi dành cho khách, vì vậy khách yên tâm về không gian riêng tư hoàn toàn. Không gian trang trọng, được trang bị loa để kết nối điện thoại nghe nhạc ấm cúng.  Tủ lạnh tiện nghi, lò vi sóng, ấm đun nước cho bữa ăn nhanh; Đặc biệt: Bếp từ đầy đủ để bạn chuẩn bị thức ăn","['https://a0.muscache.com/im/pictures/bbf49d2a-3c3e-49f2-b34a-de8160061a9a.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/0aa32140-a97b-41f7-baa5-2c39b58d5800.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/5977c66d-3d76-44ec-a62f-4cf07c19932b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a466a8d7-ae5c-40c9-8fa4-d68d6f0763df.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/1468761e-4398-4fbb-8c9c-3bca865b863d.jpg?im_w=720']","['Small', 'Medium', 'Large']",4
★AIRPORT★ELEGANT&CONVENIENT studio ★free GYM+POOL★ ,2 guests · Studio · 1 bed · 1 bath,24 ,"Entire apartment in Phú Nhuận, TPHCM","★ Location: very close to the international airport, inside morden and luxury Orchard Garden Residence,... easy access to City Center.★ Amenities: fully morden funiture, COMPLETELY NEW UPGRADED TOILET , easy to check-in, free gym center and rooftop pool. ★Nearby: convenient stores, restaurants, leisure center, shopping mall, green park, coffee shops★Tranportation: Taxi Area, Grab service available 24/24 with security guards' help★ Support 24/24, Flexible and Dynamic from HostThe spaceLocated in one of the most luxury buildings in Ho Chi Minh City, where you can enjoy the silence of privacy but still very near the center of the city.★★★ About the apartment in general:★ Cleaned before you arrive.★ 24/7 security service. Easy ""one key all locks"" key card.★ AIR-CONDITIONED, since Saigon it's too hot, even the locals feel so.★ A bed for two and a big couch for the 3rd person★ High-speed FREE INTERNET and Smart TV ★ Empty large wardrobes.★ Wooden floor.★ A nice doorman will help you get a cab 24/7 right in front of the building★★★About the kitchen:★ Big size fridge (We are food lovers)★ Microwave★ Electric Stove★ Smoke - consumer machine★ Knives, forks, spoon, bowl, etc... ★★★ About the bathroom:★ Toilet, sink and the shower.★  Clean towels★  Shampoo, shower gel.★  Soap★ Toilet paper★★★ Orchard Garden Apartment Buiding is one of the top luxury buildings in Saigon, but still not too far from the local people. You can enjoy the warm atmosphere inside the apartment, which is in a high-security building, but still very close to the local people. ★★★ Please treat it as your home. As we treat you as a family member ;)Guest access★ Self Check-in with Mailbox and Smartlock with Self Check-in Guide sent before 1-2 days guests come★ Free access to Gym and Pool on the Rooftop★ Security 24/24Other things to note★★★Washing machine is available in place","['https://a0.muscache.com/im/pictures/27688894-4cba-433a-be63-c5f61a714e93.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/1942230d-3eee-4fa9-b63e-3e17fd4b419b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/e5af7514-3c71-4c14-91cf-d55547035cde.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/8062c163-ba7b-496c-a202-78d67bafe736.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/0e5bae70-e31c-4524-992a-b098e82b1f35.jpg?im_w=720']","['Small', 'Medium']",2
"Ket Homestay 41,Ben Thanh Ward,District 1,HCM ",2 guests · 1 bedroom · 1 bed · 1.5 baths,10 ,"Entire apartment in Bến Thành, TPHCM","Balcony apartment, located in a building built in the 70-80s, with a unique architecture blending the local indigenous culture, small space but fully furnished, the apartment is located in central location, near the West gate of Ben Thanh market and September 23 park, Ben Thanh subway station in the center of the city.The surrounding areas include fashion streets, food streets, historical sites, other landscapes ...The spaceKet Homestay 42 is a Studio apartment, 4th floor, 14-16 Truong Dinh, Ben Thanh ward. District 1, HCMC has a balcony with sweeping views, adjacent to the West gate of Ben Thanh market and September 23 park, ... Trai, roundabout Phu Dong with cafes, milk tea ... massage salon, nail salon around a lot. Great for you to experienceGuest accessPrivate entrance, with parking areaOther things to noteGuests are required to provide a passport and visa and accompanying person, so that the host can register their accommodation online with the state agencies before they arrive.","['https://a0.muscache.com/im/pictures/1856bf2c-9653-4b35-8af7-f22aaff716ff.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/812a67ad-cd5f-41f9-9b45-e71a8b3e14e7.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/613c0b0f-866e-4574-9d2c-01a4d094e824.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/db242700-d117-4dcc-889a-513464ed8b14.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/713d5454-e2b9-4f91-b90c-9bfe14253759.jpg?im_w=720']","['Small', 'Medium']",3
Cool apt with very nice terrace - 201 Binh Thanh ,2 guests · Studio · 1 bed · 1 bath,13 ,"Entire apartment in Bình Thạnh, TPHCM","- Address : 180/91 Xo Viet Nghe Tinh street, Ward 21, Binh Thanh district. - Great location : just 5 mins away from District 1.- Area : 35m2, nice view- Full of new furniture : TV, refrigerator, air-conditsioner, table, sofa, washing machine, vv...- Elevator, nice rooftop.- Very quite and safe (smart gate).","['https://a0.muscache.com/im/pictures/b1c882d1-469a-4b51-9a2c-f4057f2f7423.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/795af3e4-9206-4198-ad9e-31c10e702ee0.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/13691977-6cce-4e42-afd6-51e56e94e5eb.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/1bf9d55e-2023-40d6-b198-2b5431e20b4c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/eee520ac-c205-4fbc-a2a3-095a87902e8e.jpg?im_w=720']","['Small', 'Medium']",4
"Ket Homestay 42,Ben Thanh Ward,District 1,HCM ",2 guests · Studio · 1 bed · 1.5 baths,13 ,"Entire apartment in Bến Thành, TPHCM","Balcony apartment, located in a building built in the 70-80s, with a unique architecture blending the local indigenous culture, small space but fully furnished, the apartment is located in central location, near the West gate of Ben Thanh market and September 23 park, Ben Thanh subway station in the center of the city.The surrounding areas include fashion streets, food streets, historical sites, other landscapes ...The spaceKet Homestay 42 is a Studio apartment, 4th floor, 14-16 Truong Dinh, Ben Thanh ward. District 1, HCMC has a balcony with sweeping views, adjacent to the West gate of Ben Thanh market and September 23 park, ... Trai, roundabout Phu Dong with cafes, milk tea ... massage salon, nail salon around a lot. Great for you to experience.Guest accessPrivate entrance, with parking areaOther things to noteGuests are required to provide a passport and visa and accompanying person, so that the host can register their accommodation online with the state agencies before they arrive.","['https://a0.muscache.com/im/pictures/bbc48088-f6cf-40c2-b94c-9c79d2b89cad.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/bd5c652e-a469-461c-9579-770ba69e49d1.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/90a22274-c348-4561-80c5-740dddb1eea1.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/d7fbd4bf-80d3-4430-bc60-0f652994b76d.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/376f33a9-7dbe-4875-adf4-b9c1ced99671.jpg?im_w=720']","['Small', 'Medium']",5
Sunshine BenThanh★ Cozy studio 5 mins to New World ,2 guests · Studio · 1 bed · 1 bath,15 ,"Entire serviced apartment in Quận 1, TPHCM","★ DISCOUNT FROM 2 NIGHTS BOOKING!!Looking for a central located apartment then look no further.The apartment is located in a city alleyway which is suitable for a quiet night sleep. However, it still close to city center, giving you access to a wide variety of cafes, restaurants and nightclubs.Your room features a bedroom with work desk with chairs, fully furnished kitchen and attached bathroom.The spaceThe unit has a queen bed and a private bathroom, and fully equipped kitchen to prepare your  meals - Guess that's all you need for a perfect stay!!!Other amenities include:- Flat screen TV- High-quality bed linens and towels- Clothes closet- Dressing table (can be used to work)- Armchair or sofa- Complimentary bottled water in your room- Mini bar with local beers and soft drinks- Toiletries- Private wireless internet- Electric stove, microwave and water kettle- Pots and pans, plates, bowls, cups and utensils and even rice cooker.Also, a set of good Vietnamese instant coffee and ice tea will be well prepared once upon check in for you to enjoy.Guest accessNo curfew!!! 24/24 accessible with key fobs and keys.Other things to note***Please send us your checkin details such as:-flight code, train/bus arriving time-phone number (zalo, wechat, whatsapp,...)-numbers of people will be staying-special requests (we'll definitely see if we can do anything to help)***Get a sim card (Viettel/Mobifone ~150k-200k) at the airport, Thegioididong or convenient store. Make sure you have 3/4G as well.***Grab/Vinasun (white & green taxi)/Mailinh (green taxi) are good to use, it's 180,000 - 250,000 (maximum) from the airport to our house***Paid laundry on premises (50,000 - 100,000 depends)***Free parking on premisesHouse rules:- No party- No smoking inside the room. Please smoke in the balcony- Take shoes off inside the room- Keep the noise down and play music at a reasonable volume, especially after 10pm","['https://a0.muscache.com/im/pictures/941e8b8b-29da-48ea-86a6-dce8ced78066.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/41d10a62-b78e-4a72-b9a5-823b47098a1f.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-46420366/original/f9193bf8-1f77-466e-b029-924a14c2a4d1.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-46420366/original/da742958-8898-4649-94a4-19b5ae0e6047.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-46420366/original/a83bfdef-bb4c-4907-b595-00763f39e322.jpeg?im_w=720']","['Small', 'Medium']",5
"101. Free 1moto park*Microwave, Fridge, Central ",2 guests · 1 bedroom · 1 bed · 1 private bath,12 ,"Private room in District 3, TPHCM","The studio has a formal style with a cozy music space. Suitable for work,relaxation.Studio is located near the Train Station, Nhieu Loc Canal, can walk.My place is near :English centers ,Mini Stores, Coopmart Supermarkets, Coffee,  RestaurantsJogging park can exercise every morningComfort refrigerator, microwave, kettle for fast meals in your room.There is one share full kitchen on a third floor. Long-term stay policy of 5 days or more: free cleaning room and laundry clothes every 5- 6 daysThe spaceStudio là phòng riêng ở tầng một có lối đi dành cho khách, vì vậy khách yên tâm về không gian riêng. Phòng có ban công, không gian trang trọng, được trang bị loa để kết nối bluetooth với điện thoại nghe nhạc ấm cúng, tủ lạnh, lò vi sóng Uống nước khoáng miễn phíStudio is a private room on the second floor with a walkway for guests, so guests are assured of private space.The room has a balcony,formal space, equipped with speakers to connect cozy music phones. Free drink Mineral waterGuest accessTerraceOther things to noteLong-term stay policy of 5 days or more: free cleaning and laundry every 6 days","['https://a0.muscache.com/im/pictures/9a555983-d086-4052-bbf4-e1910fe0e9c7.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/e96360bb-c2b7-42e5-bbfe-b481262ce304.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/74c83390-6780-48e4-8985-5ca197892ccb.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/34900c80-7890-46d3-9ace-695cfcc8b788.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/495cc37b-d727-4704-8048-c4cd5dab336c.jpg?im_w=720']","['Small', 'Medium']",3
